country,store,category,rank,app_id,app_name,publisher_id,publisher_name,icon,screenshot,most_recent_release,release_count_in_past_year
BR,itunes_connect,Business,1,1386412985,WhatsApp Business,310634000,WhatsApp Inc.,https://is1-ssl.mzstatic.com/image/thumb/Purple126/v4/5f/54/87/5f548788-038d-01c5-8de0-8dde4f68388a/AppIconSMB-0-1x_U007emarketing-0-6-0-0-0-85-220-0.png/1024x1024bb.png,https://is1-ssl.mzstatic.com/image/thumb/Purple113/v4/1e/4a/89/1e4a895f-6b58-e13b-bc59-d1ef25bf3214/mzl.sytdhwnu.png/1242x2688bb.png,2024-02-12T00:00:00,45
BR,itunes_connect,Weather,1,407856257,Climatempo - Meteorologia,641633647,Climatempo Meteorologia,https://is1-ssl.mzstatic.com/image/thumb/Purple116/v4/31/52/9e/31529ec1-085d-45fd-50f0-6df008834983/AppIcon-0-0-1x_U007emarketing-0-10-0-0-85-220.png/1024x1024bb.png,https://is1-ssl.mzstatic.com/image/thumb/Purple114/v4/7e/5b/60/7e5b6093-c8f5-3bff-22f7-01a967ba414e/8a72f1ee-955a-47db-aea9-95ec0df4e0d9_Climatempo-APP-6-8-Apple_01.jpg/1242x2688bb.png,2023-11-15T00:00:00,3
BR,itunes_connect,Utilities,1,1506827551,gov.br,1475781851,Servicos e Informacoes do Brasil,https://is1-ssl.mzstatic.com/image/thumb/Purple116/v4/b2/7f/5e/b27f5e6d-6d77-58cc-969f-79f9767b94c2/AppIcon-1x_U007emarketing-0-10-0-85-220.png/1024x1024bb.png,https://is1-ssl.mzstatic.com/image/thumb/Purple116/v4/80/81/df/8081dfee-b7b6-b45e-6a46-38ef1908c161/20552129-dd9d-42f2-96d5-3d7cc79d1864_loja-apple-carrossel-_U00281284x2778_U0029_01.png/1284x2778bb.png,2023-12-22T00:00:00,13
BR,itunes_connect,Travel,1,368677368,Uber - Request a ride,368677371,"Uber Technologies, Inc.",https://is1-ssl.mzstatic.com/image/thumb/Purple116/v4/a5/e3/eb/a5e3eb82-bca8-b223-3b9a-4819c51f0716/AppIcon-0-1x_U007emarketing-0-7-0-sRGB-85-220-0.png/1024x1024bb.png,https://is1-ssl.mzstatic.com/image/thumb/Purple116/v4/f2/81/7c/f2817c07-d602-ed53-eace-3740bbd8d353/bc86755f-1f3f-4757-82d2-fbba266f4ac5_SS01.png/1242x2688bb.png,2024-02-12T00:00:00,53
BR,itunes_connect,Sports,1,1266591536,adidas,336599885,adidas,https://is1-ssl.mzstatic.com/image/thumb/Purple126/v4/ba/72/6b/ba726b58-5b69-8a9e-2812-283d9f94319d/AppIcon-1x_U007emarketing-0-7-0-85-220.png/1024x1024bb.png,https://is1-ssl.mzstatic.com/image/thumb/Purple126/v4/3f/71/be/3f71be0a-3efc-a3c2-14a7-a2b50938bde7/5f6e6601-a06b-42d3-b402-190eb4cdf569_Screen_1_UB21_1242x2688.jpg/1242x2688bb.png,2024-02-14T00:00:00,33
BR,itunes_connect,Social Networking,1,310633997,WhatsApp Messenger,310634000,WhatsApp Inc.,https://is1-ssl.mzstatic.com/image/thumb/Purple116/v4/2c/55/13/2c5513e4-b392-95fe-334b-efd2680a9896/AppIcon-0-1x_U007emarketing-0-6-0-0-0-85-220-0.png/1024x1024bb.png,https://is1-ssl.mzstatic.com/image/thumb/PurpleSource126/v4/7e/70/2b/7e702b53-b858-4060-ecfa-abe8feeff583/a8b302f7-f797-4df0-a6fa-45f2a3c3f46d_1284x2778bb.png/1284x2778bb.png,2024-02-12T00:00:00,62
BR,itunes_connect,Reference,1,1405323394,Hallow: Prayer & Meditation,1400508609,"Hallow, Inc.",https://is1-ssl.mzstatic.com/image/thumb/Purple126/v4/26/b1/f8/26b1f8c2-de66-5c2d-d602-dd573e303717/AppIcon-0-0-1x_U007epad-0-0-85-220.png/1024x1024bb.png,https://is1-ssl.mzstatic.com/image/thumb/PurpleSource126/v4/fa/9f/02/fa9f02fe-ba27-8da1-b567-ae2b233d679e/13ff33d9-537d-48a0-8aa7-3bb3dc3d1fb0_iOS_6.5_1.jpg/1242x2688bb.png,2024-02-08T00:00:00,42
BR,itunes_connect,Productivity,1,422689480,Gmail - Email by Google,281956209,Google LLC,https://is1-ssl.mzstatic.com/image/thumb/Purple126/v4/c2/b0/c6/c2b0c6d1-1407-9bee-07ae-3420eb675504/logo_gmail_2020q4_color-0-1x_U007emarketing-0-0-0-6-0-0-0-0-85-220-0.png/1024x1024bb.png,https://is1-ssl.mzstatic.com/image/thumb/PurpleSource116/v4/f1/5d/c6/f15dc6ec-5891-8431-0bb3-c3c642fb1112/4489bee2-7e5f-41f2-a127-67c2c0831a8c_0_APP_IPHONE_65_0.png/1284x2778bb.png,2024-02-14T00:00:00,34
BR,itunes_connect,Photo & Video,1,389801252,Instagram,389801255,"Instagram, Inc.",https://is1-ssl.mzstatic.com/image/thumb/Purple126/v4/c9/8d/75/c98d75af-82e3-183e-e01c-eaa677242ce5/Prod-0-0-1x_U007emarketing-0-7-0-85-220.png/1024x1024bb.png,https://is1-ssl.mzstatic.com/image/thumb/PurpleSource126/v4/a0/61/ac/a061acd3-7ed7-35a0-13ac-a32118d207f8/d3d261bd-e303-4e80-8f54-a9bc4f2cffb0_1_iOS_5.5.jpg/1242x2208bb.png,2024-02-12T00:00:00,61
BR,itunes_connect,News,1,333903271,X,296415947,X Corp.,https://is1-ssl.mzstatic.com/image/thumb/Purple126/v4/e9/79/aa/e979aa80-0437-7ff5-24b4-a9185574edb9/ProductionAppIcon-1x_U007emarketing-0-7-0-0-0-85-220.png/1024x1024bb.png,https://is1-ssl.mzstatic.com/image/thumb/Purple126/v4/00/33/b1/0033b182-5c05-96cf-f92b-68ab037848e8/75618ee4-d195-4b40-b2be-d7564bc14002_iPhone_6.5_-_4.png/1242x2688bb.png,2024-02-13T00:00:00,51
